measurement_uid,input,dns_experiment_failure,http_experiment_failure,dns_consistency,accessible,resolver_asn,resolver_ip,status_code,tcp_ip,tcp_status
20250108203656.422649_UY_webconnectivity_d63990e7a0de0ce7,https://www.tastybingo.com,android_dns_cache_no_data,,inconsistent,False,AS19422,200.58.141.25,200,,
20250108203654.149681_UY_webconnectivity_ea19c2a68397028d,https://www.superiorcasino.com,android_dns_cache_no_data,,inconsistent,False,AS19422,200.58.141.25,200,,
20250108203652.129254_UY_webconnectivity_862c50c6187d9393,https://www.sunvegascasino.com,android_dns_cache_no_data,,inconsistent,False,AS19422,200.58.141.25,200,,
20250108203651.396969_UY_webconnectivity_6fd666efd61629ab,https://www.suertia.es,android_dns_cache_no_data,,inconsistent,False,AS19422,200.58.141.25,200,,
20250108203649.737683_UY_webconnectivity_7f9b411443962f98,https://www.strendus.com.mx,,ssl_invalid_hostname,inconsistent,False,AS19422,200.58.141.25,403,200.58.157.165,"{'blocked': False, 'failure': None, 'success': True}"
20250108203648.274527_UY_webconnectivity_da04e7f1e7ac78de,https://www.starvegas.es,android_dns_cache_no_data,,inconsistent,False,AS19422,200.58.141.25,200,,
20250108203647.397905_UY_webconnectivity_79be1d7cd9e0e0b2,https://www.stake.com,,ssl_invalid_hostname,inconsistent,False,AS19422,200.58.141.25,403,200.58.157.165,"{'blocked': False, 'failure': None, 'success': True}"
20250108203646.035934_UY_webconnectivity_19a520bd581b98bd,https://www.sportium.es,android_dns_cache_no_data,,inconsistent,False,AS19422,200.58.141.25,200,,
20250108203645.197108_UY_webconnectivity_1b15eb5ed15229fa,https://www.spreadex.com,,ssl_invalid_hostname,inconsistent,False,AS19422,200.58.141.25,200,200.58.157.165,"{'blocked': False, 'failure': None, 'success': True}"
20250108203643.862472_UY_webconnectivity_5d5b8552e6e8b00e,https://www.sportingbet.com,android_dns_cache_no_data,,inconsistent,False,AS19422,200.58.141.25,403,,
20250108203642.909744_UY_webconnectivity_b94bd5d485944a3d,https://www.sportimba.com,android_dns_cache_no_data,,inconsistent,False,AS19422,200.58.141.25,200,,
20250108203642.126907_UY_webconnectivity_28cfc6b403861834,https://www.sportbet.ec,,ssl_invalid_hostname,inconsistent,False,AS19422,200.58.141.25,403,200.58.157.165,"{'blocked': False, 'failure': None, 'success': True}"
20250108203640.742525_UY_webconnectivity_04974aea06fe19fc,https://www.spinupcasino.com,android_dns_cache_no_data,,inconsistent,False,AS19422,200.58.141.25,200,,
20250108203639.748653_UY_webconnectivity_9f633a3570fcb57f,https://www.spinrider.com,android_dns_cache_no_data,,inconsistent,False,AS19422,200.58.141.25,403,,
20250108203639.064510_UY_webconnectivity_8524cb8434fd6d99,https://www.spinpalacesports.com,android_dns_cache_no_data,,inconsistent,False,AS19422,200.58.141.25,504,,
20250108203638.206609_UY_webconnectivity_b2a3e6457a236e6b,https://www.spinpalace.com,android_dns_cache_no_data,,inconsistent,False,AS19422,200.58.141.25,200,,
20250108203636.676700_UY_webconnectivity_d9f7f06f191c768c,https://www.spinit.com,android_dns_cache_no_data,,inconsistent,False,AS19422,200.58.141.25,200,,
20250108203635.589936_UY_webconnectivity_5456482cf6094768,https://www.spartanslots.com,android_dns_cache_no_data,,inconsistent,False,AS19422,200.58.141.25,200,,
20250108203633.563450_UY_webconnectivity_3b995b5662d74a83,https://www.solverde.pt,,ssl_invalid_hostname,inconsistent,False,AS19422,200.58.141.25,200,200.58.157.165,"{'blocked': False, 'failure': None, 'success': True}"
20250108203632.265728_UY_webconnectivity_dd091a73dab3d6f2,https://www.solbet.pe,,ssl_invalid_hostname,inconsistent,False,AS19422,200.58.141.25,200,200.58.157.165,"{'blocked': False, 'failure': None, 'success': True}"
20250108203630.630456_UY_webconnectivity_5530a300e1ebdd50,https://www.sloty.com,android_dns_cache_no_data,,inconsistent,False,AS19422,200.58.141.25,200,,
20250108203629.878225_UY_webconnectivity_1cff6d4c716e4560,https://www.slotsmillion.com,android_dns_cache_no_data,,inconsistent,False,AS19422,200.58.141.25,200,,
20250108203629.142436_UY_webconnectivity_99b09b67747b80be,https://www.slotsmagic.com,android_dns_cache_no_data,,inconsistent,False,AS19422,200.58.141.25,200,,
20250108203628.144782_UY_webconnectivity_a4aae2f345e83276,https://www.slotsdelsolonline.com,,ssl_invalid_hostname,inconsistent,False,AS19422,200.58.141.25,200,200.58.157.165,"{'blocked': False, 'failure': None, 'success': True}"
20250108203626.821344_UY_webconnectivity_059715c997a75d07,https://www.slotscapital.lv,android_dns_cache_no_data,,inconsistent,False,AS19422,200.58.141.25,200,,
20250108203625.351450_UY_webconnectivity_2cfaccf2b539ffca,https://www.slotpark.com,android_dns_cache_no_data,,inconsistent,False,AS19422,200.58.141.25,200,,
20250108203624.597617_UY_webconnectivity_a1d99a55549d5536,https://www.slotocash.im,android_dns_cache_no_data,,inconsistent,False,AS19422,200.58.141.25,200,,
20250108203623.068304_UY_webconnectivity_a1f25f0b46e8ca48,https://www.slotjava.es,,ssl_invalid_hostname,inconsistent,False,AS19422,200.58.141.25,200,200.58.157.165,"{'blocked': False, 'failure': None, 'success': True}"
20250108203621.432098_UY_webconnectivity_27e651e9e88806c9,https://www.sharplotto.com,android_dns_cache_no_data,,inconsistent,False,AS19422,200.58.141.25,200,,
20250108203619.381400_UY_webconnectivity_18162df8784f46ac,https://www.shadowbetcasino.com,android_dns_cache_no_data,,inconsistent,False,AS19422,200.58.141.25,200,,
20250108203616.675533_UY_webconnectivity_c1a84139351d3011,https://www.shadowbet.com,android_dns_cache_no_data,,inconsistent,False,AS19422,200.58.141.25,200,,
20250108203615.315093_UY_webconnectivity_2b88c788bf42492b,https://www.scasino.com,android_dns_cache_no_data,,inconsistent,False,AS19422,200.58.141.25,200,,
20250108203614.607209_UY_webconnectivity_cedd1766ec6572cf,https://www.sellatuparley.com,,ssl_invalid_hostname,inconsistent,False,AS19422,200.58.141.25,403,200.58.157.165,"{'blocked': False, 'failure': None, 'success': True}"
20250108203613.232840_UY_webconnectivity_d1e31690d21d571f,https://www.rustbet.com,,ssl_invalid_hostname,inconsistent,False,AS19422,200.58.141.25,526,200.58.157.165,"{'blocked': False, 'failure': None, 'success': True}"
20250108203611.911165_UY_webconnectivity_b924833df5fab6f9,https://www.rubyfortune.com,android_dns_cache_no_data,,inconsistent,False,AS19422,200.58.141.25,200,,
20250108203609.032522_UY_webconnectivity_778dcc4250e70028,https://www.royalvegascasino.com,android_dns_cache_no_data,,inconsistent,False,AS19422,200.58.141.25,200,,
20250108203607.587510_UY_webconnectivity_e145c12b09e41646,https://www.royalpanda.com,android_dns_cache_no_data,,inconsistent,False,AS19422,200.58.141.25,200,,
20250108203606.857123_UY_webconnectivity_696771bb70fbce0d,https://www.roxypalace.com,android_dns_cache_no_data,,inconsistent,False,AS19422,200.58.141.25,503,,
20250108203606.027390_UY_webconnectivity_93503594a586e2ee,https://www.rivernilecasino.net,android_dns_cache_no_data,,inconsistent,False,AS19422,200.58.141.25,-1,,
20250108203549.512000_UY_webconnectivity_e4c3750375580899,https://www.riverbellecasino.com,android_dns_cache_no_data,,inconsistent,False,AS19422,200.58.141.25,200,,
20250108203548.145908_UY_webconnectivity_c3a76a289291f3ee,https://www.richreels.com,android_dns_cache_no_data,,inconsistent,False,AS19422,200.58.141.25,200,,
20250108203546.503983_UY_webconnectivity_2793cdc0db44db44,https://www.rivalo.com,android_dns_cache_no_data,,inconsistent,False,AS19422,200.58.141.25,403,,
20250108203545.798865_UY_webconnectivity_a3f6e1fcd3891629,https://www.retabet.es,android_dns_cache_no_data,,inconsistent,False,AS19422,200.58.141.25,403,,
20250108203545.102225_UY_webconnectivity_7d7939f71e579654,https://www.redstagcasino.eu,android_dns_cache_no_data,,inconsistent,False,AS19422,200.58.141.25,200,,
20250108203543.942845_UY_webconnectivity_12f44df2d59909f6,https://www.redkings.com,android_dns_cache_no_data,,inconsistent,False,AS19422,200.58.141.25,200,,
20250108203542.985897_UY_webconnectivity_a3cc6f8d0db7e355,https://www.redflushcasino.eu,android_dns_cache_no_data,,inconsistent,False,AS19422,200.58.141.25,-1,,
20250108203526.216124_UY_webconnectivity_1be9c414736a3114,https://www.redbet.com,android_dns_cache_no_data,,inconsistent,False,AS19422,200.58.141.25,503,,
20250108203525.416965_UY_webconnectivity_73f0281e241bd123,https://www.pwr.bet,android_dns_cache_no_data,,inconsistent,False,AS19422,200.58.141.25,-1,,
20250108203523.983664_UY_webconnectivity_de7944a610cde1e6,https://www.premierpoker.es,android_dns_cache_no_data,,inconsistent,False,AS19422,200.58.141.25,-1,,
20250108203522.517096_UY_webconnectivity_767bfd8ef03bc8f1,https://www.pokerstarscasino.com,,ssl_invalid_hostname,inconsistent,False,AS19422,200.58.141.25,200,200.58.157.165,"{'blocked': False, 'failure': None, 'success': True}"
20250108203521.161355_UY_webconnectivity_a878b61cd8170015,https://www.pokerstars.pt,android_dns_cache_no_data,,inconsistent,False,AS19422,200.58.141.25,200,,
20250108203520.216187_UY_webconnectivity_a6f734274463c9a2,https://www.pokerstars.net,android_dns_cache_no_data,,inconsistent,False,AS19422,200.58.141.25,200,,
20250108203519.401450_UY_webconnectivity_bbf25fb86ca83005,https://www.pokerstars.com,android_dns_cache_no_data,,inconsistent,False,AS19422,200.58.141.25,200,,
20250108203518.623146_UY_webconnectivity_d96e7c185232ebb5,https://www.playuzu.com,,ssl_invalid_hostname,inconsistent,False,AS19422,200.58.141.25,200,200.58.157.165,"{'blocked': False, 'failure': None, 'success': True}"
20250108203517.246969_UY_webconnectivity_aba4d280adcc4387,https://www.playojo.com,android_dns_cache_no_data,,inconsistent,False,AS19422,200.58.141.25,200,,
20250108203516.143971_UY_webconnectivity_04b0acbf670a51d4,https://www.playzee.com,android_dns_cache_no_data,,inconsistent,False,AS19422,200.58.141.25,403,,
20250108203515.408511_UY_webconnectivity_ddfbdf24000ad7a6,https://www.playfrank.com,android_dns_cache_no_data,,inconsistent,False,AS19422,200.58.141.25,200,,
20250108203514.304119_UY_webconnectivity_e59935d34c6443ae,https://www.playbonds.com,android_dns_cache_no_data,,inconsistent,False,AS19422,200.58.141.25,403,,
20250108203512.354334_UY_webconnectivity_e5468899ba068c59,https://www.play2wincasino.com,android_dns_cache_no_data,,inconsistent,False,AS19422,200.58.141.25,200,,
20250108203511.527812_UY_webconnectivity_07f1c0a40906edeb,https://www.playamo.com,android_dns_cache_no_data,,inconsistent,False,AS19422,200.58.141.25,200,,
20250108203510.800718_UY_webconnectivity_d9282208ed21204a,https://www.placard.pt,,ssl_invalid_hostname,inconsistent,False,AS19422,200.58.141.25,200,200.58.157.165,"{'blocked': False, 'failure': None, 'success': True}"
20250108203509.480824_UY_webconnectivity_e66c90013e98366f,https://www.planetwin365.com,android_dns_cache_no_data,,inconsistent,False,AS19422,200.58.141.25,-1,,
20250108203508.771569_UY_webconnectivity_063822105fffa038,https://www.pirlo.tv/,,ssl_invalid_hostname,inconsistent,False,AS19422,200.58.141.25,200,200.58.157.165,"{'blocked': False, 'failure': None, 'success': True}"
20250108203507.423753_UY_webconnectivity_85f294231c11da4e,https://www.pinnacle.com,android_dns_cache_no_data,,inconsistent,False,AS19422,200.58.141.25,200,,
20250108203506.639018_UY_webconnectivity_38e67a4d87bcafe7,https://www.pin-up.casino,,ssl_invalid_hostname,inconsistent,False,AS19422,200.58.141.25,403,200.58.157.165,"{'blocked': False, 'failure': None, 'success': True}"
20250108203505.270291_UY_webconnectivity_4ea1972116a018b4,https://www.phoeniciancasino.eu,,ssl_invalid_hostname,inconsistent,False,AS19422,200.58.141.25,200,200.58.157.165,"{'blocked': False, 'failure': None, 'success': True}"
20250108203503.785915_UY_webconnectivity_9ffff62de46498a6,https://www.paston.es,android_dns_cache_no_data,,inconsistent,False,AS19422,200.58.141.25,403,,
20250108203502.186831_UY_webconnectivity_7c571b54b72ff0c0,https://www.partycasino.es,android_dns_cache_no_data,,inconsistent,False,AS19422,200.58.141.25,403,,
20250108203501.422070_UY_webconnectivity_0ee0981808483de2,https://www.paradisecasino.com,,ssl_invalid_hostname,inconsistent,False,AS19422,200.58.141.25,200,200.58.157.165,"{'blocked': False, 'failure': None, 'success': True}"
20250108203459.481927_UY_webconnectivity_c7793322f2deb458,https://www.onlinebigbola.mx,android_dns_cache_no_data,,inconsistent,False,AS19422,200.58.141.25,403,,
20250108203458.750917_UY_webconnectivity_dfea3ffec77fe08d,https://www.onlinecasinocentral.com,android_dns_cache_no_data,,inconsistent,False,AS19422,200.58.141.25,-1,,
20250108203457.894985_UY_webconnectivity_6f48f44633c10113,https://www.olimpbet.kz,,ssl_invalid_hostname,inconsistent,False,AS19422,200.58.141.25,200,200.58.157.165,"{'blocked': False, 'failure': None, 'success': True}"
20250108203456.554660_UY_webconnectivity_c829268b808de4b9,https://www.omnicasino.com,android_dns_cache_no_data,,inconsistent,False,AS19422,200.58.141.25,200,,
20250108203455.806107_UY_webconnectivity_5d8ad72db726a37d,https://www.oceanonlinecasino.com,android_dns_cache_no_data,,inconsistent,False,AS19422,200.58.141.25,200,,
20250108203454.697354_UY_webconnectivity_c902aba924c868d2,https://www.oddspedia.com,,ssl_invalid_hostname,inconsistent,False,AS19422,200.58.141.25,403,200.58.157.165,"{'blocked': False, 'failure': None, 'success': True}"
20250108203453.385587_UY_webconnectivity_45e870ce133debe8,https://www.nobonuscasino.com,android_dns_cache_no_data,,inconsistent,False,AS19422,200.58.141.25,200,,
20250108203452.239448_UY_webconnectivity_ae16386157413186,https://www.nossaaposta.pt,android_dns_cache_no_data,,inconsistent,False,AS19422,200.58.141.25,-1,,
20250108203451.352222_UY_webconnectivity_508534d04e5e79ce,https://www.nextcasino.com,android_dns_cache_no_data,,inconsistent,False,AS19422,200.58.141.25,200,,
20250108203450.619263_UY_webconnectivity_da1e6e024ef0debe,https://www.nairabet.com,android_dns_cache_no_data,,inconsistent,False,AS19422,200.58.141.25,200,,
20250108203449.833978_UY_webconnectivity_244d45bd89af383e,https://www.mummysgold.com,android_dns_cache_no_data,,inconsistent,False,AS19422,200.58.141.25,200,,
20250108203448.320700_UY_webconnectivity_befcc1810b51f972,https://www.muchovegas.com,android_dns_cache_no_data,,inconsistent,False,AS19422,200.58.141.25,200,,
20250108203445.664463_UY_webconnectivity_1f72bebabf5c632b,https://www.mrwin.com,android_dns_cache_no_data,,inconsistent,False,AS19422,200.58.141.25,200,,
20250108203444.933876_UY_webconnectivity_5384ef8648b24caa,https://www.mrplay.com,,ssl_invalid_hostname,inconsistent,False,AS19422,200.58.141.25,200,200.58.157.165,"{'blocked': False, 'failure': None, 'success': True}"
20250108203443.639983_UY_webconnectivity_6385aea3bdafb93f,https://www.mrgreen.com,android_dns_cache_no_data,,inconsistent,False,AS19422,200.58.141.25,200,,
20250108203441.509571_UY_webconnectivity_24a5ad18de018e25,https://www.mozzartbet.com,,ssl_invalid_hostname,inconsistent,False,AS19422,200.58.141.25,403,200.58.157.165,"{'blocked': False, 'failure': None, 'success': True}"
20250108203440.213694_UY_webconnectivity_e148c5de35b8c827,https://www.moonbingo.com,android_dns_cache_no_data,,inconsistent,False,AS19422,200.58.141.25,200,,
20250108203437.683238_UY_webconnectivity_961a46f27b47e9da,https://www.mirrorbingo.com,android_dns_cache_no_data,,inconsistent,False,AS19422,200.58.141.25,200,,
20250108203435.879798_UY_webconnectivity_fe3f55e44f205b5b,https://www.miamidice.com,android_dns_cache_no_data,,inconsistent,False,AS19422,200.58.141.25,403,,
20250108203435.173914_UY_webconnectivity_74180bd7f616a521,https://www.maria.com,android_dns_cache_no_data,,inconsistent,False,AS19422,200.58.141.25,503,,
20250108203434.388814_UY_webconnectivity_62f99f501d865530,https://www.marcaapuestas.es,android_dns_cache_no_data,,inconsistent,False,AS19422,200.58.141.25,200,,
20250108203418.647586_UY_webconnectivity_7eb9bb5d7f1fd3a8,https://www.maplecasino.ca,android_dns_cache_no_data,,inconsistent,False,AS19422,200.58.141.25,200,,
20250108203417.967217_UY_webconnectivity_a43f8553e26eb6a8,https://www.mansioncasino.com,android_dns_cache_no_data,,inconsistent,False,AS19422,200.58.141.25,200,,
20250108203416.990591_UY_webconnectivity_07296bf4befed6b0,https://www.mansionbet.com,,ssl_invalid_hostname,inconsistent,False,AS19422,200.58.141.25,406,200.58.157.165,"{'blocked': False, 'failure': None, 'success': True}"
20250108203415.778701_UY_webconnectivity_4d6ccffa6a66cbd9,https://www.manhattanslots.com,android_dns_cache_no_data,,inconsistent,False,AS19422,200.58.141.25,403,,
20250108203415.027691_UY_webconnectivity_0b1e4c68e6a27511,https://www.majesticslotsclub.com,android_dns_cache_no_data,,inconsistent,False,AS19422,200.58.141.25,200,,
20250108203413.435467_UY_webconnectivity_d420479c49678600,https://www.magicred.com,android_dns_cache_no_data,,inconsistent,False,AS19422,200.58.141.25,200,,
20250108203412.715952_UY_webconnectivity_003aecafc73d0d1f,https://www.magiccitycasino.com,android_dns_cache_no_data,,inconsistent,False,AS19422,200.58.141.25,200,,
20250108203409.078621_UY_webconnectivity_69abb69eeef35f70,https://www.machancecasino.com,android_dns_cache_no_data,,inconsistent,False,AS19422,200.58.141.25,403,,
20250108203407.091231_UY_webconnectivity_9f0c1f1d6757259b,https://www.luxurycasino.com,android_dns_cache_no_data,,inconsistent,False,AS19422,200.58.141.25,200,,
20250108203403.863927_UY_webconnectivity_5ca4274fdd34cf01,https://www.luckyredcasino.com,android_dns_cache_no_data,,inconsistent,False,AS19422,200.58.141.25,403,,
20250108203405.471575_UY_webconnectivity_9154affb1573c969,https://www.luckynuggetcasino.com,android_dns_cache_no_data,,inconsistent,False,AS19422,200.58.141.25,200,,
20250108203403.170543_UY_webconnectivity_dd70888a77e641fd,https://www.luckyniki.com,android_dns_cache_no_data,,inconsistent,False,AS19422,200.58.141.25,403,,
20250108203402.429638_UY_webconnectivity_a25faf93c4515d91,https://www.luckylivecasino.com,android_dns_cache_no_data,,inconsistent,False,AS19422,200.58.141.25,200,,
20250108203401.491718_UY_webconnectivity_5da03e2d33bbffcc,https://www.lucky-31.com,android_dns_cache_no_data,,inconsistent,False,AS19422,200.58.141.25,403,,
20250108203400.689276_UY_webconnectivity_b361a1c36fd8f1dd,https://www.luckia.es,android_dns_cache_no_data,,inconsistent,False,AS19422,200.58.141.25,403,,
20250108203400.016824_UY_webconnectivity_0a5348591b47c5bd,https://www.lsbet709.com,android_dns_cache_no_data,,inconsistent,False,AS19422,200.58.141.25,200,,
20250108203359.068880_UY_webconnectivity_c072a6e6148544f6,https://www.lottomatica.it,android_dns_cache_no_data,,inconsistent,False,AS19422,200.58.141.25,403,,
20250108203358.380820_UY_webconnectivity_931664967433e784,https://www.lotoplay.com,android_dns_cache_no_data,,inconsistent,False,AS19422,200.58.141.25,200,,
20250108203355.587619_UY_webconnectivity_055c6a474a11772d,https://www.llanobet.com,android_dns_cache_no_data,,inconsistent,False,AS19422,200.58.141.25,200,,
20250108203354.813763_UY_webconnectivity_744a649c80940fac,https://www.llamagaming.com,android_dns_cache_no_data,,inconsistent,False,AS19422,200.58.141.25,200,,
20250108203354.052495_UY_webconnectivity_1a63ff3d3ccbe9db,https://www.legolas.bet,android_dns_cache_no_data,,inconsistent,False,AS19422,200.58.141.25,200,,
20250108203353.087338_UY_webconnectivity_18052c929a9253ca,https://www.lapalingo.com,android_dns_cache_no_data,,inconsistent,False,AS19422,200.58.141.25,403,,
20250108203352.395364_UY_webconnectivity_7dcead1f235aa28c,https://www.lafiestacasino.com,android_dns_cache_no_data,,inconsistent,False,AS19422,200.58.141.25,200,,
20250108203350.680833_UY_webconnectivity_deaaeff096b9ff9f,https://www.krooncasino.com,android_dns_cache_no_data,,inconsistent,False,AS19422,200.58.141.25,200,,
20250108203351.608375_UY_webconnectivity_8fb09f2a1aa08a43,https://www.konradfun.com,android_dns_cache_no_data,,inconsistent,False,AS19422,200.58.141.25,200,,
20250108203350.003253_UY_webconnectivity_3375f57fbee016d9,https://www.juegos-casino.org,android_dns_cache_no_data,,inconsistent,False,AS19422,200.58.141.25,403,,
20250108203348.969807_UY_webconnectivity_0ead7811d65e9fc5,https://www.juegaenlinea.net,,ssl_invalid_hostname,inconsistent,False,AS19422,200.58.141.25,403,200.58.157.165,"{'blocked': False, 'failure': None, 'success': True}"
20250108203347.774336_UY_webconnectivity_b0351d86d99b9c64,https://www.juegaenlinea.com,,ssl_invalid_hostname,inconsistent,False,AS19422,200.58.141.25,403,200.58.157.165,"{'blocked': False, 'failure': None, 'success': True}"
20250108203346.549673_UY_webconnectivity_98936473e0e1823f,https://www.jubilee.com.mx,,ssl_invalid_hostname,inconsistent,False,AS19422,200.58.141.25,200,200.58.157.165,"{'blocked': False, 'failure': None, 'success': True}"
20250108203344.270450_UY_webconnectivity_912fdeb4033b5d27,https://www.joreels.com,android_dns_cache_no_data,,inconsistent,False,AS19422,200.58.141.25,200,,
20250108203343.173668_UY_webconnectivity_f61ba34736df38fc,https://www.joocasino.com,,ssl_invalid_hostname,inconsistent,False,AS19422,200.58.141.25,200,200.58.157.165,"{'blocked': False, 'failure': None, 'success': True}"
20250108203341.928369_UY_webconnectivity_8c4bf226c27dde28,https://www.jokerbet.es,android_dns_cache_no_data,,inconsistent,False,AS19422,200.58.141.25,200,,
20250108203340.820505_UY_webconnectivity_3ce056d0c545625d,https://www.jackpotcitycasino.com,android_dns_cache_no_data,,inconsistent,False,AS19422,200.58.141.25,200,,
